Current Time (ns), Interval (ns)
1779882287797718478, 1009436
1779882287798708227, 989749
1779882287799709457, 1001230
1779882287800719835, 1010378
1779882287801709434, 989599
1779882287802709391, 999957
1779882287804203420, 1494029
1779882287804712501, 509081
1779882287805707429, 994928
1779882287806702968, 995539
1779882287807710770, 1007802
1779882287808713704, 1002934
1779882287809719663, 1005959
1779882287810712687, 993024
1779882287811703618, 990931
1779882287812703666, 1000048
1779882287813706499, 1002833
1779882287814708771, 1002272
1779882287815719428, 1010657
1779882287816708065, 988637
1779882287817707021, 998956
1779882287818707149, 1000128
1779882287819707757, 1000608
1779882287820710160, 1002403
1779882287821719435, 1009275
1779882287822707711, 988276
1779882287823704973, 997262
1779882287824704570, 999597
1779882287825720117, 1015547
1779882287826709304, 989187
1779882287827848494, 1139190
1779882287828718086, 869592
1779882287829707985, 989899
1779882287830705338, 997353
1779882287831703161, 997823
1779882287832708619, 1005458
1779882287834398435, 1689816
1779882287834715848, 317413
1779882287835792519, 1076671
1779882287836806212, 1013693
1779882287837716743, 910531
1779882287838718043, 1001300
1779882287839730875, 1012832
1779882287840724831, 993956
1779882287841709861, 985030
1779882287842722133, 1012272
1779882287843728141, 1006008
1779882287844726315, 998174
1779882287845810089, 1083774
1779882287846679643, 869554
1779882287847712903, 1033260
1779882287848673688, 960785
1779882287849716916, 1043228
1779882287850720520, 1003604
1779882287851729525, 1009005
1779882287852717100, 987575
1779882287853718000, 1000900
1779882287854777098, 1059098
1779882287855714630, 937532
1779882287856762856, 1048226
1779882287857723580, 960724
1779882287859017026, 1293446
1779882287859757018, 739992
1779882287860870638, 1113620
1779882287861719022, 848384
1779882287862730161, 1011139
1779882287863731701, 1001540
1779882287864670735, 939034
1779882287865725347, 1054612
1779882287866706239, 980892
1779882287867710204, 1003965
1779882287868723937, 1013733
1779882287869707554, 983617
1779882287870717851, 1010297
1779882287871727337, 1009486
1779882287872764694, 1037357
1779882287873705522, 940828
1779882287874756705, 1051183
1779882287875721587, 964882
1779882287876717427, 995840
1779882287877713015, 995588
1779882287878738171, 1025156
1779882287879717410, 979239
1779882287880880913, 1163503
1779882287881707647, 826734
1779882287883706651, 1999004
1779882287883808491, 101840
1779882287884709884, 901393
1779882287886015493, 1305609
1779882287886717694, 702201
1779882287887706942, 989248
1779882287888841631, 1134689
1779882287890523473, 1681842
1779882287891399679, 876206
1779882287891726660, 326981
1779882287892820974, 1094314
1779882287893916490, 1095516
1779882287894706044, 789554
1779882287895740897, 1034853
1779882287896671375, 930478
1779882287898232982, 1561607
1779882287898779432, 546450
1779882287899786614, 1007182
1779882287900717111, 930497
1779882287901712671, 995560
1779882287902775275, 1062604
1779882287903732172, 956897
1779882287904812811, 1080639
1779882287906714823, 1902012
1779882287907727405, 1012582
1779882287908735548, 1008143
1779882287909894863, 1159315
1779882287910953610, 1058747
1779882287911716345, 762735
1779882287912712786, 996441
1779882287913655176, 942390
1779882287914709295, 1054119
1779882287915770036, 1060741
1779882287916722866, 952830
1779882287917722603, 999737
1779882287918673839, 951236
1779882287919718290, 1044451
1779882287920711485, 993195
1779882287921852206, 1140721
1779882287922717201, 864995
1779882287923712220, 995019
1779882287926066326, 2354106
1779882287926088287, 21961
1779882287926820044, 731757
1779882287927706119, 886075
1779882287929561214, 1855095
1779882287929744827, 183613
1779882287930679923, 935096
1779882287933577004, 2897081
1779882287933767781, 190777
1779882287934668853, 901072
1779882287935713464, 1044611
1779882287937089935, 1376471
1779882287937712758, 622823
1779882287939742720, 2029962
1779882287941710676, 1967956
1779882287943476383, 1765707
1779882287944142237, 665854
1779882287944711590, 569353
1779882287945712810, 1001220
1779882287946707979, 995169
1779882287947710772, 1002793
1779882287948719486, 1008714
1779882287949729112, 1009626
1779882287950718109, 988997
1779882287951841076, 1122967
1779882287952800197, 959121
1779882287953726668, 926471
1779882287954742365, 1015697
1779882287955750548, 1008183
1779882287956729506, 978958
1779882287957782623, 1053117
1779882287958725264, 942641
1779882287959872707, 1147443
1779882287960722825, 850118
1779882287961842194, 1119369
1779882287962719823, 877629
1779882287963717436, 997613
1779882287966718692, 3001256
1779882287967669257, 950565
1779882287968912749, 1243492
1779882287969808933, 896184
1779882287971476718, 1667785
1779882287971744859, 268141
1779882287972713218, 968359
1779882287973763960, 1050742
1779882287974731958, 967998
1779882287975710396, 978438
1779882287976722787, 1012391
1779882287977720059, 997272
1779882287978717452, 997393
1779882287979711098, 993646
1779882287980721064, 1009966
1779882287982001245, 1280181
1779882287982887781, 886536
1779882287983707341, 819560
1779882287984715965, 1008624
1779882287985700955, 984990
1779882287986727242, 1026287
1779882287987712181, 984939
1779882287988716237, 1004056
1779882287989751180, 1034943
1779882287990711634, 960454
1779882287991722011, 1010377
1779882287992714214, 992203
1779882287993712729, 998515
1779882287994715542, 1002813
1779882287995712314, 996772
1779882287996712321, 1000007
1779882287997714333, 1002012
1779882287998767209, 1052876
1779882287999784038, 1016829
1779882288000985893, 1201855
1779882288001711618, 725725
1779882288002714081, 1002463
1779882288003712556, 998475
1779882288004709307, 996751
1779882288005760230, 1050923
1779882288007745338, 1985108
1779882288008711733, 966395
1779882288009710137, 998404
1779882288010680069, 969932
1779882288011669257, 989188
1779882288012715030, 1045773
1779882288013714166, 999136
1779882288014706670, 992504
1779882288015659790, 953120
1779882288016712255, 1052465
1779882288017719477, 1007222
1779882288018788734, 1069257
1779882288019710455, 921721
1779882288020716875, 1006420
1779882288021711372, 994497
1779882288023233034, 1521662
1779882288023735092, 502058
1779882288024719170, 984078
1779882288025714589, 995419
1779882288026754251, 1039662
1779882288027731366, 977115
1779882288029003742, 1272376
1779882288029705413, 701671
1779882288030731760, 1026347
1779882288031841322, 1109562
1779882288032726495, 885173
1779882288034215418, 1488923
1779882288034811190, 595772
1779882288035752388, 941198
1779882288036714195, 961807
1779882288037713732, 999537
1779882288038721654, 1007922
1779882288039807883, 1086229
1779882288040716219, 908336
1779882288041717049, 1000830
1779882288042724080, 1007031
1779882288043746218, 1022138
1779882288044859498, 1113280
1779882288045735955, 876457
1779882288046723089, 987134
1779882288047714009, 990920
1779882288048928718, 1214709
1779882288050089496, 1160778
1779882288050819700, 730204
1779882288053930209, 3110509
1779882288054712280, 782071
1779882288055710985, 998705
1779882288056711103, 1000118
1779882288057738732, 1027629
1779882288058878722, 1139990
1779882288060398801, 1520079
1779882288062035548, 1636747
1779882288062257372, 221824
1779882288062725566, 468194
1779882288063772221, 1046655
1779882288064834395, 1062174
1779882288065913641, 1079246
1779882288066721389, 807748
1779882288067915109, 1193720
1779882288068799721, 884612
1779882288069733355, 933634
1779882288070778978, 1045623
1779882288071780148, 1001170
1779882288072716797, 936649
1779882288073720191, 1003394
1779882288074777356, 1057165
1779882288075927274, 1149918
1779882288076894300, 967026
1779882288077809449, 915149
1779882288078871763, 1062314
1779882288079820325, 948562
1779882288080715697, 895372
1779882288081727977, 1012280
1779882288082740198, 1012221
1779882288083720830, 980632
1779882288084765591, 1044761
1779882288085708021, 942430
1779882288086709392, 1001371
1779882288087712956, 1003564
1779882288088709958, 997002
1779882288089709765, 999807
1779882288090744037, 1034272
1779882288091708208, 964171
1779882288092707424, 999216
1779882288093709025, 1001601
1779882288094723239, 1014214
1779882288096296536, 1573297
1779882288096711030, 414494
1779882288097714334, 1003304
1779882288098710615, 996281
1779882288099706495, 995880
1779882288101173627, 1467132
1779882288101709257, 535630
1779882288102711980, 1002723
1779882288103716336, 1004356
1779882288104711885, 995549
1779882288105716601, 1004716
1779882288106714956, 998355
1779882288107715906, 1000950
1779882288108708780, 992874
1779882288109709229, 1000449
1779882288110719475, 1010246
1779882288111710496, 991021
1779882288112720171, 1009675
1779882288113711993, 991822
1779882288114726187, 1014194
1779882288115709013, 982826
1779882288116720993, 1011980
1779882288117711583, 990590
1779882288118734323, 1022740
1779882288119756783, 1022460
1779882288120743356, 986573
1779882288121789591, 1046235
1779882288122802443, 1012852
1779882288123710238, 907795
1779882288125068564, 1358326
1779882288125727035, 658471
1779882288126718657, 991622
1779882288127706753, 988096
1779882288128712731, 1005978
1779882288129713541, 1000810
1779882288130712296, 998755
1779882288131709849, 997553
1779882288133197025, 1487176
1779882288133706316, 509291
1779882288134703950, 997634
1779882288135714609, 1010659
1779882288136711421, 996812
1779882288137715416, 1003995
1779882288138710094, 994678
1779882288139878205, 1168111
1779882288140721589, 843384
1779882288142260976, 1539387
1779882288142717508, 456532
1779882288143722977, 1005469
1779882288144706353, 983376
1779882288145712092, 1005739
1779882288146749068, 1036976
1779882288147709382, 960314
1779882288148709370, 999988
1779882288149707143, 997773
1779882288150707051, 999908
1779882288151710465, 1003414
1779882288152711494, 1001029
1779882288153773877, 1062383
1779882288154737497, 963620
1779882288155709552, 972055
1779882288156724520, 1014968
1779882288157715470, 990950
1779882288158709487, 994017
1779882288159714975, 1005488
1779882288160708771, 993796
1779882288161877173, 1168402
1779882288162706232, 829059
1779882288163827985, 1121753
1779882288164715513, 887528
1779882288165736039, 1020526
1779882288166708214, 972175
1779882288167958500, 1250286
1779882288168719611, 761111
1779882288170787455, 2067844
1779882288170810789, 23334
1779882288171709547, 898758
1779882288172713392, 1003845
1779882288173710304, 996912
1779882288174713558, 1003254
1779882288175708785, 995227
1779882288176714453, 1005668
1779882288177710043, 995590
1779882288178848960, 1138917
1779882288179762869, 913909
1779882288180749411, 986542
1779882288181707771, 958360
1779882288182706116, 998345
1779882288183703659, 997543
1779882288184708435, 1004776
1779882288185991540, 1283105
1779882288186708960, 717420
1779882288187708848, 999888
1779882288188712472, 1003624
1779882288189714794, 1002322
1779882288190896824, 1182030
1779882288191719640, 822816
1779882288192713206, 993566
1779882288193714817, 1001611
1779882288194712280, 997463
1779882288195716886, 1004606
1779882288196711313, 994427
1779882288197730325, 1019012
1779882288198709924, 979599
1779882288199708440, 998516
1779882288200703779, 995339
1779882288201704808, 1001029
1779882288202709374, 1004566
1779882288204117125, 1407751
1779882288204708530, 591405
1779882288205778617, 1070087
1779882288206710868, 932251
1779882288207708551, 997683
1779882288208714370, 1005819
1779882288209707074, 992704
1779882288210715788, 1008714
1779882288211709354, 993566
1779882288212711025, 1001671
1779882288213728395, 1017370
1779882288214707704, 979309
1779882288215721008, 1013304
1779882288216707671, 986663
1779882288217708300, 1000629
1779882288218704350, 996050
1779882288219715228, 1010878
1779882288220725776, 1010548
1779882288221715835, 990059
1779882288222718527, 1002692
1779882288223707124, 988597
1779882288224707262, 1000138
1779882288225704384, 997122
1779882288226712537, 1008153
1779882288227717963, 1005426
1779882288228706640, 988677
1779882288229703081, 996441
1779882288230704621, 1001540
1779882288231703667, 999046
1779882288232770191, 1066524
1779882288233718743, 948552
1779882288234737976, 1019233
1779882288235715733, 977757
1779882288236714318, 998585
1779882288237707933, 993615
1779882288238708703, 1000770
1779882288239716744, 1008041
1779882288240706973, 990229
1779882288241706049, 999076
1779882288242715795, 1009746
1779882288243710583, 994788
1779882288244717686, 1007103
1779882288245721310, 1003624
1779882288246711359, 990049
1779882288247706588, 995229
1779882288248704752, 998164
1779882288249718285, 1013533
1779882288250710408, 992123
1779882288251952306, 1241898
1779882288252719440, 767134
1779882288253706494, 987054
1779882288254703396, 996902
1779882288255707862, 1004466
1779882288256718488, 1010626
1779882288257713947, 995459
1779882288258718964, 1005017
1779882288259709875, 990911
1779882288260704924, 995049
1779882288261708318, 1003394
1779882288262716941, 1008623
1779882288263716820, 999879
1779882288264705437, 988617
1779882288265705515, 1000078
1779882288266703569, 998054
1779882288267720398, 1016829
1779882288268802858, 1082460
1779882288269709522, 906664
1779882288270715482, 1005960
1779882288271719516, 1004034
1779882288272710456, 990940
1779882288273723049, 1012593
1779882288274719899, 996850
1779882288275754702, 1034803
1779882288276718262, 963560
1779882288277708371, 990109
1779882288278746642, 1038271
1779882288279719447, 972805
1779882288280714796, 995349
1779882288281710165, 995369
1779882288282751261, 1041096
1779882288283719528, 968267
1779882288284708616, 989088
1779882288285710997, 1002381
1779882288286728257, 1017260
1779882288287722186, 993929
1779882288288707927, 985741
1779882288289710720, 1002793
1779882288290711779, 1001059
1779882288291707709, 995930
1779882288292713167, 1005458
1779882288293716961, 1003794
1779882288294707691, 990730
1779882288295712818, 1005127
1779882288296713898, 1001080
1779882288297707714, 993816
1779882288298712320, 1004606
1779882288299721205, 1008885
1779882288300708649, 987444
1779882288301705701, 997052
1779882288302711069, 1005368
1779882288303715966, 1004897
1779882288305423565, 1707599
1779882288305737371, 313806
1779882288306708725, 971354
1779882288307707222, 998497
1779882288308717168, 1009946
1779882288309725511, 1008343
1779882288310739285, 1013774
1779882288311702773, 963488
1779882288313716504, 2013731
1779882288314725318, 1008814
1779882288315714225, 988907
1779882288316710355, 996130
1779882288317708390, 998035
1779882288319007027, 1298637
1779882288319715639, 708612
1779882288320706750, 991111
1779882288321717890, 1011140
1779882288322707458, 989568
1779882288323713617, 1006159
1779882288324912035, 1198418
1779882288325708102, 796067
1779882288326708671, 1000569
1779882288327711514, 1002843
1779882288328710530, 999016
1779882288329712301, 1001771
1779882288330722947, 1010646
1779882288331713407, 990460
1779882288332706171, 992764
1779882288333982917, 1276746
1779882288334707010, 724093
1779882288335705054, 998044
1779882288336706163, 1001109
1779882288337705560, 999397
1779882288338711308, 1005748
1779882288339716216, 1004908
1779882288341018466, 1302250
1779882288341717572, 699106
1779882288342708733, 991161
1779882288343971001, 1262268
1779882288344753023, 782022
1779882288345723576, 970553
1779882288346707804, 984228
1779882288347719002, 1011198
1779882288348709843, 990841
1779882288349715932, 1006089
1779882288350951227, 1235295
1779882288351709554, 758327
1779882288352712086, 1002532
1779882288353705552, 993466
1779882288354704347, 998795
1779882288355711699, 1007352
1779882288356711456, 999757
1779882288357707366, 995910
1779882288358704959, 997593
1779882288359786882, 1081923
1779882288360708142, 921260
1779882288361713580, 1005438
1779882288362713227, 999647
1779882288363710550, 997323
1779882288364704466, 993916
1779882288365704915, 1000449
1779882288366704432, 999517
1779882288367716221, 1011789
1779882288368735824, 1019603
1779882288369709853, 974029
1779882288370678484, 968631
1779882288371829392, 1150908
1779882288372721971, 892579
1779882288373713002, 991031
1779882288374717548, 1004546
1779882288375722745, 1005197
1779882288376716872, 994127
1779882288377706701, 989829
1779882288378707440, 1000739
1779882288379708740, 1001300
1779882288380717582, 1008842
1779882288381707431, 989849
1779882288382704363, 996932
1779882288383703579, 999216
1779882288384712634, 1009055
1779882288385708053, 995419
1779882288386936449, 1228396
1779882288387717627, 781178
1779882288388708077, 990450
1779882288389705610, 997533
1779882288390719665, 1014055
1779882288391711658, 991993
1779882288392718447, 1006789
1779882288393874818, 1156371
1779882288394710679, 835861
1779882288395722259, 1011580
1779882288396714881, 992622
1779882288397708817, 993936
1779882288398772876, 1064059
1779882288399708023, 935147
1779882288400707470, 999447
1779882288401705594, 998124
1779882288402714839, 1009245
1779882288403710849, 996010
1779882288404820250, 1109401
1779882288405716795, 896545
1779882288406668071, 951276
1779882288407721678, 1053607
1779882288408952338, 1230660
1779882288409721756, 769418
1779882288410758963, 1037207
1779882288411732331, 973368
1779882288412708334, 976003
1779882288413716477, 1008143
1779882288414709732, 993255
1779882288415717293, 1007561
1779882288416715568, 998275
1779882288417710496, 994928
1779882288418710524, 1000028
1779882288419708027, 997503
1779882288420717663, 1009636
1779882288421716418, 998755
1779882288422735831, 1019413
1779882288423719798, 983967
1779882288424771324, 1051526
1779882288425718511, 947187
1779882288426718190, 999679
1779882288427716825, 998635
1779882288428718474, 1001649
1779882288429709355, 990881
1779882288430705626, 996271
1779882288431715233, 1009607
1779882288432718697, 1003464
1779882288433712123, 993426
1779882288434781250, 1069127
1779882288435709984, 928734
1779882288436706445, 996461
1779882288437707585, 1001140
1779882288438710969, 1003384
1779882288439718982, 1008013
1779882288440705925, 986943
1779882288441704410, 998485
1779882288442707073, 1002663
1779882288443708443, 1001370
1779882288444710685, 1002242
1779882288445716592, 1005907
1779882288446715768, 999176
1779882288447711548, 995780
1779882288448735693, 1024145
1779882288449711545, 975852
1779882288450712995, 1001450
1779882288451708034, 995039
1779882288452705577, 997543
1779882288453703271, 997694
1779882288454703218, 999947
1779882288455708295, 1005077
1779882288456721656, 1013361
1779882288457706876, 985220
1779882288458714057, 1007181
1779882288459715760, 1001703
1779882288460719344, 1003584
1779882288461719783, 1000439
1779882288462790934, 1071151
1779882288463712986, 922052
1779882288464718344, 1005358
1779882288465847781, 1129437
1779882288466708709, 860928
1779882288467711963, 1003254
1779882288468723825, 1011862
1779882288469718162, 994337
1779882288470707720, 989558
1779882288471705303, 997583
1779882288472716482, 1011179
1779882288473709386, 992904
1779882288474717898, 1008512
1779882288475719930, 1002032
1779882288476718655, 998725
1779882288477706540, 987885
1779882288478703963, 997423
1779882288479709902, 1005939
1779882288480718756, 1008854
1779882288481716139, 997383
1779882288482708813, 992674
1779882288483718378, 1009565
1779882288484708858, 990480
1779882288485708375, 999517
1779882288486732159, 1023784
1779882288487707841, 975682
1779882288488705775, 997934
1779882288489704851, 999076
1779882288490705810, 1000959
1779882288491717290, 1011480
1779882288492749708, 1032418
1779882288493710422, 960714
1779882288494720207, 1009785
1779882288495708653, 988446
1779882288496708400, 999747
1779882288497712395, 1003995
1779882288498714467, 1002072
1779882288499708754, 994287
1779882288500707960, 999206
1779882288501707296, 999336
1779882288502706513, 999217
1779882288503716942, 1010429
1779882288504718992, 1002050
1779882288505841799, 1122807
1779882288506707866, 866067
1779882288507718564, 1010698
1779882288508706519, 987955
1779882288509708200, 1001681
1779882288510716754, 1008554
1779882288511713636, 996882
1779882288512703524, 989888
1779882288513736275, 1032751
1779882288514709122, 972847
1779882288515709049, 999927
1779882288516718385, 1009336
1779882288517708233, 989848
1779882288518708592, 1000359
1779882288519719658, 1011066
1779882288520711641, 991983
1779882288521712030, 1000389
1779882288522718880, 1006850
1779882288523718277, 999397
1779882288524709288, 991011
1779882288525706300, 997012
1779882288526715384, 1009084
1779882288527786705, 1071321
1779882288528713737, 927032
1779882288529713384, 999647
1779882288530708442, 995058
1779882288531708670, 1000228
1779882288532708107, 999437
1779882288533707033, 998926
1779882288534714725, 1007692
1779882288535708421, 993696
1779882288536708499, 1000078
1779882288538191871, 1483372
1779882288538727040, 535169
1779882288539805014, 1077974
1779882288540718700, 913686
1779882288541718407, 999707
1779882288542732572, 1014165
1779882288543714536, 981964
1779882288544715225, 1000689
1779882288545712437, 997212
1779882288546711764, 999327
1779882288547710078, 998314
1779882288548710386, 1000308
1779882288549711757, 1001371
1779882288550706174, 994417
1779882288551709117, 1002943
1779882288552948751, 1239634
1779882288553734007, 785256
1779882288554718145, 984138
1779882288555725617, 1007472
1779882288556713273, 987656
1779882288557709785, 996512
1779882288558709742, 999957
1779882288559718475, 1008733
1779882288560790818, 1072343
1779882288561707279, 916461
1779882288562833164, 1125885
1779882288563708839, 875675
1779882288565070631, 1361792
1779882288565706969, 636338
1779882288566707137, 1000168
1779882288567712655, 1005518
1779882288568709588, 996933
1779882288569713112, 1003524
1779882288570717950, 1004838
1779882288571708440, 990490
1779882288572708568, 1000128
1779882288573707514, 998946
1779882288574708443, 1000929
1779882288575714380, 1005937
1779882288576707445, 993065
1779882288577712372, 1004927
1779882288578707721, 995349
1779882288579847029, 1139308
1779882288580708969, 861940
1779882288581724235, 1015266
1779882288582708664, 984429
1779882288583705175, 996511
1779882288584703600, 998425
1779882288585710661, 1007061
1779882288586713985, 1003324
1779882288587709444, 995459
1779882288588711365, 1001921
1779882288589723227, 1011862
1779882288590718756, 995529
1779882288591708565, 989809
1779882288592716205, 1007640
1779882288593711103, 994898
1779882288594710049, 998946
1779882288595706560, 996511
1779882288596714954, 1008394
1779882288597710383, 995429
1779882288598729726, 1019343
1779882288599843709, 1113983
1779882288600719603, 875894
1779882288601706516, 986913
1779882288602726252, 1019736
1779882288603715278, 989026
1779882288604711679, 996401
1779882288605712498, 1000819
1779882288606755969, 1043471
1779882288607710051, 954082
1779882288608709167, 999116
1779882288609707932, 998765
1779882288610732925, 1024993
1779882288611709840, 976915
1779882288612729504, 1019664
1779882288613720377, 990873
1779882288614711077, 990700
1779882288615708099, 997022
1779882288616718064, 1009965
1779882288617714506, 996442
1779882288618708122, 993616
1779882288619709963, 1001841
1779882288620714868, 1004905
1779882288621707513, 992645
1779882288622713632, 1006119
1779882288623714441, 1000809
1779882288624708077, 993636
1779882288625714787, 1006710
1779882288626723352, 1008565
1779882288627709985, 986633
1779882288628724740, 1014755
1779882288629712125, 987385
1779882288630913218, 1201093
1779882288631707972, 794754
1779882288632715884, 1007912
1779882288633715592, 999708
1779882288634714938, 999346
1779882288635714605, 999667
1779882288636706398, 991793
1779882288637704742, 998344
1779882288638706633, 1001891
1779882288639712963, 1006330
1779882288640710155, 997192
1779882288641709091, 998936
1779882288642840364, 1131273
1779882288644017751, 1177387
1779882288644713802, 696051
1779882288645715653, 1001851
1779882288646969526, 1253873
1779882288647707795, 738269
1779882288648707472, 999677
1779882288649706759, 999287
1779882288650705845, 999086
1779882288651711302, 1005457
1779882288652780860, 1069558
1779882288653720453, 939593
1779882288654940885, 1220432
1779882288655706454, 765569
1779882288656722011, 1015557
1779882288657716747, 994736
1779882288658720312, 1003565
1779882288659707486, 987174
1779882288660984713, 1277227
1779882288661709596, 724883
1779882288662712279, 1002683
1779882288663710544, 998265
1779882288664709530, 998986
1779882288665709707, 1000177
1779882288666707090, 997383
1779882288667702840, 995750
1779882288668708649, 1005809
1779882288669712093, 1003444
1779882288671034040, 1321947
1779882288671708761, 674721
1779882288672710411, 1001650
1779882288673717412, 1007001
1779882288674713735, 996323
1779882288675718992, 1005257
1779882288676711355, 992363
1779882288677709770, 998415
1779882288678712082, 1002312
1779882288679705628, 993546
1779882288680708741, 1003113
1779882288681715871, 1007130
1779882288682707613, 991742
1779882288683705537, 997924
1779882288684704713, 999176
1779882288685703589, 998876
1779882288686713074, 1009485
1779882288687719115, 1006041
1779882288688708373, 989258
1779882288689715033, 1006660
1779882288690711474, 996441
1779882288691707474, 996000
1779882288692712812, 1005338
1779882288694458161, 1745349
1779882288695727833, 1269672
1779882288696724003, 996170
1779882288698108389, 1384386
1779882288698732435, 624046
1779882288699722614, 990179
1779882288701247442, 1524828
1779882288701722709, 475267
1779882288702718359, 995650
1779882288703724989, 1006630
1779882288704935149, 1210160
1779882288706750660, 1815511
1779882288706784443, 33783
1779882288707714300, 929857
1779882288708718435, 1004135
1779882288710046646, 1328211
1779882288710850297, 803651
1779882288712783868, 1933571
1779882288713744892, 961024
1779882288714741133, 996241
1779882288715883416, 1142283
1779882288716779379, 895963
1779882288717721288, 941909
1779882288718738288, 1017000
1779882288719718871, 980583
1779882288720707868, 988997
1779882288721718055, 1010187
1779882288722720317, 1002262
1779882288723708342, 988025
1779882288724707328, 998986
1779882288725703950, 996622
1779882288726720629, 1016679
1779882288727718582, 997953
1779882288728718450, 999868
1779882288729712065, 993615
1779882288730723565, 1011500
1779882288731707903, 984338
1779882288732704775, 996872
1779882288733718198, 1013423
1779882288734710140, 991942
1779882288735707033, 996893
1779882288736706048, 999015
1779882288737716706, 1010658
1779882288738712516, 995810
1779882288739745024, 1032508
1779882288740717821, 972797
1779882288741733769, 1015948
1779882288742709060, 975291
1779882288743706012, 996952
1779882288744708174, 1002162
1779882288746130090, 1421916
1779882288746711466, 581376
1779882288747718445, 1006979
1779882288748716980, 998535
1779882288749712539, 995559
1779882288750706265, 993726
1779882288751713376, 1007111
1779882288752718283, 1004907
1779882288753786879, 1068596
1779882288754773812, 986933
1779882288755732493, 958681
1779882288756707293, 974800
1779882288757710808, 1003515
1779882288758719493, 1008685
1779882288759712478, 992985
1779882288760710612, 998134
1779882288761849890, 1139278
1779882288762705959, 856069
1779882288763717348, 1011389
1779882288764707146, 989798
1779882288765705721, 998575
1779882288766705328, 999607
1779882288767704815, 999487
1779882288768734679, 1029864
1779882288770096772, 1362093
1779882288770712513, 615741
1779882288772754897, 2042384
1779882288773722643, 967746
1779882288774719535, 996892
1779882288775717799, 998264
1779882288777742621, 2024822
1779882288779710697, 1968076
1779882288780707869, 997172
1779882288781711804, 1003935
1779882288782708626, 996822
1779882288783709806, 1001180
1779882288785710833, 2001027
1779882288786716894, 1006061
1779882288787711642, 994748
1779882288788718944, 1007302
1779882288789719671, 1000727
1779882288790710792, 991121
1779882288791717313, 1006521
1779882288792708064, 990751
1779882288793710055, 1001991
1779882288794714021, 1003966
1779882288795709881, 995860
1779882288796783305, 1073424
1779882288797848375, 1065070
1779882288798717929, 869554
1779882288799711504, 993575
1779882288800712564, 1001060
1779882288801708234, 995670
1779882288802713882, 1005648
1779882288803707127, 993245
1779882288804715731, 1008604
1779882288805708385, 992654
1779882288806999986, 1291601
1779882288807963156, 963170
1779882288808731541, 768385
1779882288809714026, 982485
1779882288811212463, 1498437
1779882288811706326, 493863
1779882288812710792, 1004466
1779882288813718163, 1007371
1779882288814716249, 998086
1779882288815711327, 995078
1779882288816718699, 1007372
1779882288817831486, 1112787
1779882288818709125, 877639
1779882288819708070, 998945
1779882288820705123, 997053
1779882288821704660, 999537
1779882288822710879, 1006219
1779882288823709274, 998395
1779882288824707458, 998184
1779882288825705452, 997994
1779882288826704237, 998785
1779882288827704476, 1000239
1779882288828718541, 1014065
1779882288829719910, 1001369
1779882288831092074, 1372164
1779882288831730707, 638633
1779882288833745460, 2014753
1779882288834719618, 974158
1779882288835712041, 992423
1779882288836764407, 1052366
1779882288837708751, 944344
1779882288838761497, 1052746
1779882288839811999, 1050502
1779882288840725547, 913548
1779882288843709460, 2983913
1779882288844721919, 1012459
1779882288845719973, 998054
1779882288846719791, 999818
1779882288848556381, 1836590
1779882288848736978, 180597
1779882288849725024, 988046
1779882288850716064, 991040
1779882288851701295, 985231
1779882288852720969, 1019674
1779882288853715567, 994598
1779882288854738548, 1022981
1779882288855737545, 998997
1779882288856739356, 1001811
1779882288857706112, 966756
1779882288858706200, 1000088
1779882288859714423, 1008223
1779882288860722636, 1008213
1779882288861709599, 986963
1779882288862717171, 1007572
1779882288863705918, 988747
1779882288864708179, 1002261
1779882288865729437, 1021258
1779882288866706181, 976744
1779882288867703955, 997774
1779882288869199887, 1495932
1779882288869712825, 512938
1779882288870716119, 1003294
1779882288871669159, 953040
1779882288872712648, 1043489
1779882288873711213, 998565
1779882288874705951, 994738
1779882288875819773, 1113822
1779882288876716666, 896893
1779882288877712436, 995770
1779882288878711271, 998835
1779882288879718803, 1007532
1779882288880710205, 991402
1779882288881711285, 1001080
1779882288882914322, 1203037
1779882288883715578, 801256
1779882288884708753, 993175
1779882288885709953, 1001200
1779882288886709650, 999697
1779882288888020170, 1310520
1779882288888733641, 713471
1779882288889720263, 986622
1779882288890708399, 988136
1779882288891843809, 1135410
1779882288892708665, 864856
1779882288893717839, 1009174
1779882288894706176, 988337
1779882288895705081, 998905
1779882288896703315, 998234
1779882288897708162, 1004847
1779882288899253388, 1545226
1779882288899717485, 464097
1779882288900764811, 1047326
1779882288901769087, 1004276
1779882288902722057, 952970
1779882288903707668, 985611
1779882288904784811, 1077143
1779882288905709418, 924607
1779882288906709676, 1000258
1779882288907706167, 996491
1779882288908706415, 1000248
1779882288909717674, 1011259
1779882288910717460, 999786
1779882288911708311, 990851
1779882288913075474, 1367163
1779882288913714327, 638853
1779882288914705118, 990791
1779882288915715787, 1010669
1779882288916717317, 1001530
1779882288917712186, 994869
1779882288918719096, 1006910
1779882288919709726, 990630
1779882288920713281, 1003555
1779882288921708920, 995639
1779882288922731529, 1022609
1779882288923706910, 975381
1779882288924706297, 999387
1779882288925722507, 1016210
1779882288926707086, 984579
1779882288927820504, 1113418
1779882288928716799, 896295
1779882288929717318, 1000519
1779882288930707357, 990039
1779882288931707866, 1000509
1779882288932705890, 998024
1779882288933709985, 1004095
1779882288934715922, 1005937
1779882288935716401, 1000479
