Current Time (ns), Interval (ns)
1780296667294451868, 1002678
1780296667295451089, 999221
1780296667296452638, 1001549
1780296667297456135, 1003497
1780296667298449334, 993199
1780296667299450000, 1000666
1780296667300449710, 999710
1780296667301447912, 998202
1780296667302448489, 1000577
1780296667303447979, 999490
1780296667304449156, 1001177
1780296667305448405, 999249
1780296667306449247, 1000842
1780296667307451174, 1001927
1780296667308454834, 1003660
1780296667309448493, 993659
1780296667310445949, 997456
1780296667311448471, 1002522
1780296667312449434, 1000963
1780296667313451573, 1002139
1780296667314446073, 994500
1780296667315452192, 1006119
1780296667316447678, 995486
1780296667317450962, 1003284
1780296667318449833, 998871
1780296667319448333, 998500
1780296667320448825, 1000492
1780296667321447551, 998726
1780296667322449116, 1001565
1780296667323441776, 992660
1780296667324585496, 1143720
1780296667325460671, 875175
1780296667326458649, 997978
1780296667327454929, 996280
1780296667328453475, 998546
1780296667329601508, 1148033
1780296667330451054, 849546
1780296667331602201, 1151147
1780296667332452653, 850452
1780296667333606688, 1154035
1780296667334454050, 847362
1780296667335455639, 1001589
1780296667336452545, 996906
1780296667337453990, 1001445
1780296667338452795, 998805
1780296667339605770, 1152975
1780296667340429375, 823605
1780296667341580519, 1151144
1780296667342450720, 870201
1780296667343452404, 1001684
1780296667344452412, 1000008
1780296667345602052, 1149640
1780296667346452984, 850932
1780296667347455613, 1002629
1780296667348449677, 994064
1780296667349455904, 1006227
1780296667350450733, 994829
1780296667351455191, 1004458
1780296667352453703, 998512
1780296667353452579, 998876
1780296667354457206, 1004627
1780296667355450448, 993242
1780296667356471178, 1020730
1780296667357449314, 978136
1780296667358447497, 998183
1780296667359453547, 1006050
1780296667360455631, 1002084
1780296667361454617, 998986
1780296667362452670, 998053
1780296667363601480, 1148810
1780296667364450329, 848849
1780296667365602274, 1151945
1780296667366452776, 850502
1780296667367454124, 1001348
1780296667368452027, 997903
1780296667369601952, 1149925
1780296667370456624, 854672
1780296667371451962, 995338
1780296667372455453, 1003491
1780296667373450196, 994743
1780296667374450423, 1000227
1780296667375451938, 1001515
1780296667376452077, 1000139
1780296667377454130, 1002053
1780296667378451103, 996973
1780296667379454376, 1003273
1780296667380453326, 998950
1780296667381455555, 1002229
1780296667382453572, 998017
1780296667383456848, 1003276
1780296667384451372, 994524
1780296667385450217, 998845
1780296667386456092, 1005875
1780296667387452142, 996050
1780296667388603175, 1151033
1780296667389452648, 849473
1780296667390429418, 976770
1780296667391438803, 1009385
1780296667392455158, 1016355
1780296667393454191, 999033
1780296667394453429, 999238
1780296667395453898, 1000469
1780296667396450637, 996739
1780296667397455356, 1004719
1780296667398453575, 998219
1780296667399448722, 995147
1780296667400452012, 1003290
1780296667401444438, 992426
1780296667402451406, 1006968
1780296667403438503, 987097
1780296667404455404, 1016901
1780296667405453766, 998362
1780296667406433299, 979533
1780296667407446529, 1013230
1780296667408452375, 1005846
1780296667409453040, 1000665
1780296667410452575, 999535
1780296667411453873, 1001298
1780296667412447739, 993866
1780296667413447838, 1000099
1780296667414448831, 1000993
1780296667415446402, 997571
1780296667416448335, 1001933
1780296667417449764, 1001429
1780296667418451620, 1001856
1780296667419447698, 996078
1780296667420450212, 1002514
1780296667421447909, 997697
1780296667422447774, 999865
1780296667423434934, 987160
1780296667424453748, 1018814
1780296667425448861, 995113
1780296667426449625, 1000764
1780296667427440981, 991356
1780296667428448124, 1007143
1780296667429450364, 1002240
1780296667430449201, 998837
1780296667431446783, 997582
1780296667432449124, 1002341
1780296667433450664, 1001540
1780296667434451119, 1000455
1780296667435393426, 942307
1780296667436423505, 1030079
1780296667437449557, 1026052
1780296667438451017, 1001460
1780296667439419953, 968936
1780296667440453339, 1033386
1780296667441448445, 995106
1780296667442450073, 1001628
1780296667443448975, 998902
1780296667444447506, 998531
1780296667445452303, 1004797
1780296667446463666, 1011363
1780296667447444537, 980871
1780296667448446954, 1002417
1780296667449601564, 1154610
1780296667450450483, 848919
1780296667451447280, 996797
1780296667452448520, 1001240
1780296667453446164, 997644
1780296667454450744, 1004580
1780296667455447421, 996677
1780296667456452826, 1005405
1780296667457448455, 995629
1780296667458448072, 999617
1780296667459446591, 998519
1780296667460449312, 1002721
1780296667461453654, 1004342
1780296667462448778, 995124
1780296667463446457, 997679
1780296667464447934, 1001477
1780296667465450539, 1002605
1780296667466450611, 1000072
1780296667467448135, 997524
1780296667468447973, 999838
1780296667469597771, 1149798
1780296667470450919, 853148
1780296667471449172, 998253
1780296667472445336, 996164
1780296667473393258, 947922
1780296667474452962, 1059704
1780296667475452285, 999323
1780296667476447251, 994966
1780296667477450945, 1003694
1780296667478448813, 997868
1780296667479445947, 997134
1780296667480449814, 1003867
1780296667481451241, 1001427
1780296667482449081, 997840
1780296667483446440, 997359
1780296667484447454, 1001014
1780296667485598478, 1151024
1780296667486450472, 851994
1780296667487447343, 996871
1780296667488446986, 999643
1780296667489448703, 1001717
1780296667490432272, 983569
1780296667491451510, 1019238
1780296667492452439, 1000929
1780296667493456764, 1004325
1780296667494451621, 994857
1780296667495450737, 999116
1780296667496453150, 1002413
1780296667497451262, 998112
1780296667498450078, 998816
1780296667499447761, 997683
1780296667500448525, 1000764
1780296667501596810, 1148285
1780296667502455391, 858581
1780296667503451820, 996429
1780296667504444176, 992356
1780296667505467623, 1023447
1780296667506431016, 963393
1780296667507452490, 1021474
1780296667508453722, 1001232
1780296667509456598, 1002876
1780296667510448885, 992287
1780296667511443124, 994239
1780296667512448612, 1005488
1780296667513450746, 1002134
1780296667514449683, 998937
1780296667515448658, 998975
1780296667516449827, 1001169
1780296667517448339, 998512
1780296667518449431, 1001092
1780296667519448135, 998704
1780296667520444602, 996467
1780296667521599715, 1155113
1780296667522450744, 851029
1780296667523453544, 1002800
1780296667524451739, 998195
1780296667525456185, 1004446
1780296667526453607, 997422
1780296667527449552, 995945
1780296667528448157, 998605
1780296667529432773, 984616
1780296667530448935, 1016162
1780296667531451691, 1002756
1780296667532448072, 996381
1780296667533453377, 1005305
1780296667534453772, 1000395
1780296667535449039, 995267
1780296667536443571, 994532
1780296667537598923, 1155352
1780296667538450164, 851241
1780296667539457312, 1007148
1780296667540450106, 992794
1780296667541455808, 1005702
1780296667542453836, 998028
1780296667543456425, 1002589
1780296667544453101, 996676
1780296667545455523, 1002422
1780296667546453973, 998450
1780296667547451171, 997198
1780296667548452998, 1001827
1780296667549450841, 997843
1780296667550458347, 1007506
1780296667551451061, 992714
1780296667552444748, 993687
1780296667553447187, 1002439
1780296667554449874, 1002687
1780296667555446279, 996405
1780296667556448916, 1002637
1780296667557447615, 998699
1780296667558448070, 1000455
1780296667559449772, 1001702
1780296667560445774, 996002
1780296667561448814, 1003040
1780296667562448956, 1000142
1780296667563449057, 1000101
1780296667564448715, 999658
1780296667565447342, 998627
1780296667566453619, 1006277
1780296667567447833, 994214
1780296667568445918, 998085
1780296667569598583, 1152665
1780296667570449755, 851172
1780296667571450734, 1000979
1780296667572449464, 998730
1780296667573447158, 997694
1780296667574453876, 1006718
1780296667575455498, 1001622
1780296667576445452, 989954
1780296667577598346, 1152894
1780296667578464583, 866237
1780296667579453595, 989012
1780296667580456819, 1003224
1780296667581452862, 996043
1780296667582453367, 1000505
1780296667583448092, 994725
1780296667584444494, 996402
1780296667585597135, 1152641
1780296667586451052, 853917
1780296667587450184, 999132
1780296667588448076, 997892
1780296667589448178, 1000102
1780296667590435996, 987818
1780296667591447274, 1011278
1780296667592447814, 1000540
1780296667593451406, 1003592
1780296667594450250, 998844
1780296667595598168, 1147918
1780296667596452614, 854446
1780296667597602611, 1149997
1780296667598457183, 854572
1780296667599453128, 995945
1780296667600450322, 997194
1780296667601451818, 1001496
1780296667602455293, 1003475
1780296667603453961, 998668
1780296667604452930, 998969
1780296667605448458, 995528
1780296667606425522, 977064
1780296667607449639, 1024117
1780296667608453056, 1003417
1780296667609446293, 993237
1780296667610449673, 1003380
1780296667611448850, 999177
1780296667612436326, 987476
1780296667613601091, 1164765
1780296667614449418, 848327
1780296667615448643, 999225
1780296667616450828, 1002185
1780296667617453657, 1002829
1780296667618456002, 1002345
1780296667619453547, 997545
1780296667620450324, 996777
1780296667621446580, 996256
1780296667622449897, 1003317
1780296667623419012, 969115
1780296667624581691, 1162679
1780296667625447392, 865701
1780296667626456815, 1009423
1780296667627454937, 998122
1780296667628456035, 1001098
1780296667629453075, 997040
1780296667630456071, 1002996
1780296667631452266, 996195
1780296667632468483, 1016217
1780296667633448140, 979657
1780296667634453554, 1005414
1780296667635449393, 995839
1780296667636445680, 996287
1780296667637600697, 1155017
1780296667638454388, 853691
1780296667639458394, 1004006
1780296667640450068, 991674
1780296667641448091, 998023
1780296667642453841, 1005750
1780296667643455082, 1001241
1780296667644450597, 995515
1780296667645451639, 1001042
1780296667646451731, 1000092
1780296667647449480, 997749
1780296667648456746, 1007266
1780296667649447806, 991060
1780296667650453071, 1005265
1780296667651448750, 995679
1780296667652449377, 1000627
1780296667653599902, 1150525
1780296667654453707, 853805
1780296667655457193, 1003486
1780296667656453178, 995985
1780296667657447479, 994301
1780296667658453822, 1006343
1780296667659456299, 1002477
1780296667660450186, 993887
1780296667661453289, 1003103
1780296667662455729, 1002440
1780296667663452721, 996992
1780296667664453761, 1001040
1780296667665453644, 999883
1780296667666452389, 998745
1780296667667447958, 995569
1780296667668452957, 1004999
1780296667669452583, 999626
1780296667670449515, 996932
1780296667671452161, 1002646
1780296667672449071, 996910
1780296667673443265, 994194
1780296667674448715, 1005450
1780296667675452013, 1003298
1780296667676450895, 998882
1780296667677447098, 996203
1780296667678450864, 1003766
1780296667679448340, 997476
1780296667680448092, 999752
1780296667681448878, 1000786
1780296667682452661, 1003783
1780296667683448038, 995377
1780296667684448862, 1000824
1780296667685448520, 999658
1780296667686447049, 998529
1780296667687450724, 1003675
1780296667688449356, 998632
1780296667689446205, 996849
1780296667690419103, 972898
1780296667691448677, 1029574
1780296667692450286, 1001609
1780296667693448451, 998165
1780296667694450196, 1001745
1780296667695597880, 1147684
1780296667696449520, 851640
1780296667697596167, 1146647
1780296667698454099, 857932
1780296667699453718, 999619
1780296667700456121, 1002403
1780296667701456641, 1000520
1780296667702449622, 992981
1780296667703453194, 1003572
1780296667704445940, 992746
1780296667705600943, 1155003
1780296667706435712, 834769
1780296667707448700, 1012988
1780296667708449981, 1001281
1780296667709448581, 998600
1780296667710449783, 1001202
1780296667711448987, 999204
1780296667712449849, 1000862
1780296667713446289, 996440
1780296667714448183, 1001894
1780296667715449153, 1000970
1780296667716451750, 1002597
1780296667717452866, 1001116
1780296667718449303, 996437
1780296667719452778, 1003475
1780296667720448960, 996182
1780296667721448785, 999825
1780296667722449744, 1000959
1780296667723450009, 1000265
1780296667724449699, 999690
1780296667725448706, 999007
1780296667726449863, 1001157
1780296667727448670, 998807
1780296667728448802, 1000132
1780296667729599084, 1150282
1780296667730444263, 845179
1780296667731446195, 1001932
1780296667732446588, 1000393
1780296667733451840, 1005252
1780296667734447962, 996122
1780296667735448313, 1000351
1780296667736450143, 1001830
1780296667737444083, 993940
1780296667738448620, 1004537
1780296667739453395, 1004775
1780296667740450069, 996674
1780296667741445993, 995924
1780296667742449226, 1003233
1780296667743449142, 999916
1780296667744453169, 1004027
1780296667745447192, 994023
1780296667746445879, 998687
1780296667747447691, 1001812
1780296667748448445, 1000754
1780296667749451621, 1003176
1780296667750448986, 997365
1780296667751451746, 1002760
1780296667752448828, 997082
1780296667753443722, 994894
1780296667754447004, 1003282
1780296667755448079, 1001075
1780296667756448740, 1000661
1780296667757454470, 1005730
1780296667758453698, 999228
1780296667759449492, 995794
1780296667760452199, 1002707
1780296667761446868, 994669
1780296667762446273, 999405
1780296667763447873, 1001600
1780296667764448284, 1000411
1780296667765450967, 1002683
1780296667766449627, 998660
1780296667767449916, 1000289
1780296667768447123, 997207
1780296667769596968, 1149845
1780296667770449210, 852242
1780296667771453126, 1003916
1780296667772462514, 1009388
1780296667773434702, 972188
1780296667774453148, 1018446
1780296667775448307, 995159
1780296667776454144, 1005837
1780296667777449577, 995433
1780296667778446286, 996709
1780296667779448317, 1002031
1780296667780450617, 1002300
1780296667781451034, 1000417
1780296667782448311, 997277
1780296667783448649, 1000338
1780296667784446302, 997653
1780296667785597468, 1151166
1780296667786432141, 834673
1780296667787452218, 1020077
1780296667788449013, 996795
1780296667789445882, 996869
1780296667790433134, 987252
1780296667791449591, 1016457
1780296667792453701, 1004110
1780296667793448918, 995217
1780296667794449486, 1000568
1780296667795447625, 998139
1780296667796450930, 1003305
1780296667797450257, 999327
1780296667798448623, 998366
1780296667799449151, 1000528
1780296667800448773, 999622
1780296667801448570, 999797
1780296667802448321, 999751
1780296667803448572, 1000251
1780296667804447869, 999297
1780296667805447858, 999989
1780296667806431725, 983867
1780296667807449835, 1018110
1780296667808453239, 1003404
1780296667809448839, 995600
1780296667810448768, 999929
1780296667811449182, 1000414
1780296667812449212, 1000030
1780296667813450052, 1000840
1780296667814448761, 998709
1780296667815448016, 999255
1780296667816448980, 1000964
1780296667817449430, 1000450
1780296667818448504, 999074
1780296667819448318, 999814
1780296667820449431, 1001113
1780296667821448817, 999386
1780296667822451964, 1003147
1780296667823449067, 997103
1780296667824452948, 1003881
1780296667825449150, 996202
1780296667826448477, 999327
1780296667827445940, 997463
1780296667828450489, 1004549
1780296667829449591, 999102
1780296667830449188, 999597
1780296667831446600, 997412
1780296667832449463, 1002863
1780296667833599150, 1149687
1780296667834446472, 847322
1780296667835598907, 1152435
1780296667836426703, 827796
1780296667837588290, 1161587
1780296667838452227, 863937
1780296667839451109, 998882
1780296667840433613, 982504
1780296667841588003, 1154390
1780296667842450064, 862061
1780296667843452489, 1002425
1780296667844453852, 1001363
1780296667845453071, 999219
1780296667846449148, 996077
1780296667847449593, 1000445
1780296667848447795, 998202
1780296667849448409, 1000614
1780296667850448336, 999927
1780296667851445400, 997064
1780296667852447173, 1001773
1780296667853449635, 1002462
1780296667854451847, 1002212
1780296667855445808, 993961
1780296667856451931, 1006123
1780296667857446338, 994407
1780296667858450678, 1004340
1780296667859449055, 998377
1780296667860453356, 1004301
1780296667861447173, 993817
1780296667862449546, 1002373
1780296667863449198, 999652
1780296667864447015, 997817
1780296667865598498, 1151483
1780296667866448259, 849761
1780296667867444360, 996101
1780296667868447058, 1002698
1780296667869451338, 1004280
1780296667870450904, 999566
1780296667871448217, 997313
1780296667872449749, 1001532
1780296667873439008, 989259
1780296667874451475, 1012467
1780296667875449297, 997822
1780296667876453194, 1003897
1780296667877448206, 995012
1780296667878449219, 1001013
1780296667879446342, 997123
1780296667880445960, 999618
1780296667881599579, 1153619
1780296667882448173, 848594
1780296667883446877, 998704
1780296667884449615, 1002738
1780296667885450859, 1001244
1780296667886450527, 999668
1780296667887449426, 998899
1780296667888449475, 1000049
1780296667889449350, 999875
1780296667890433239, 983889
1780296667891446206, 1012967
1780296667892452907, 1006701
1780296667893448916, 996009
1780296667894449185, 1000269
1780296667895448602, 999417
1780296667896448999, 1000397
1780296667897452002, 1003003
1780296667898449438, 997436
1780296667899444328, 994890
1780296667900445840, 1001512
1780296667901449969, 1004129
1780296667902450424, 1000455
1780296667903445666, 995242
1780296667904448033, 1002367
1780296667905446251, 998218
1780296667906422489, 976238
1780296667907448767, 1026278
1780296667908452377, 1003610
1780296667909447469, 995092
1780296667910449158, 1001689
1780296667911448142, 998984
1780296667912448067, 999925
1780296667913453450, 1005383
1780296667914449262, 995812
1780296667915443368, 994106
1780296667916447178, 1003810
1780296667917450262, 1003084
1780296667918450227, 999965
1780296667919445028, 994801
1780296667920450573, 1005545
1780296667921449467, 998894
1780296667922434326, 984859
1780296667923446574, 1012248
1780296667924451748, 1005174
1780296667925447680, 995932
1780296667926403764, 956084
1780296667927454482, 1050718
1780296667928446787, 992305
1780296667929453014, 1006227
1780296667930449521, 996507
1780296667931448831, 999310
1780296667932448453, 999622
1780296667933450230, 1001777
1780296667934449321, 999091
1780296667935448613, 999292
1780296667936447775, 999162
1780296667937434217, 986442
1780296667938447022, 1012805
1780296667939441901, 994879
1780296667940451532, 1009631
1780296667941453023, 1001491
1780296667942448093, 995070
1780296667943451870, 1003777
1780296667944448110, 996240
1780296667945449887, 1001777
1780296667946448988, 999101
1780296667947444772, 995784
1780296667948446027, 1001255
1780296667949600650, 1154623
1780296667950449226, 848576
1780296667951449060, 999834
1780296667952449735, 1000675
1780296667953449540, 999805
1780296667954454724, 1005184
1780296667955448289, 993565
1780296667956443038, 994749
1780296667957446620, 1003582
1780296667958449668, 1003048
1780296667959451939, 1002271
1780296667960446617, 994678
1780296667961448226, 1001609
1780296667962449345, 1001119
1780296667963447785, 998440
1780296667964447350, 999565
1780296667965450002, 1002652
1780296667966449544, 999542
1780296667967449631, 1000087
1780296667968449148, 999517
1780296667969446243, 997095
1780296667970454135, 1007892
1780296667971446752, 992617
1780296667972443919, 997167
1780296667973432282, 988363
1780296667974448280, 1015998
1780296667975451165, 1002885
1780296667976448935, 997770
1780296667977450457, 1001522
1780296667978449688, 999231
1780296667979451090, 1001402
1780296667980448430, 997340
1780296667981449699, 1001269
1780296667982448102, 998403
1780296667983446844, 998742
1780296667984447022, 1000178
1780296667985595807, 1148785
1780296667986452491, 856684
1780296667987448683, 996192
1780296667988446438, 997755
1780296667989449228, 1002790
1780296667990441310, 992082
1780296667991450367, 1009057
1780296667992447336, 996969
1780296667993449984, 1002648
1780296667994448546, 998562
1780296667995448972, 1000426
1780296667996447150, 998178
1780296667997452937, 1005787
1780296667998447681, 994744
1780296667999446548, 998867
1780296668000448482, 1001934
1780296668001448455, 999973
1780296668002453237, 1004782
1780296668003599145, 1145908
1780296668004443733, 844588
1780296668005447711, 1003978
1780296668006421091, 973380
1780296668007450604, 1029513
1780296668008448767, 998163
1780296668009450874, 1002107
1780296668010449850, 998976
1780296668011449310, 999460
1780296668012446782, 997472
1780296668013435843, 989061
1780296668014449186, 1013343
1780296668015448953, 999767
1780296668016467823, 1018870
1780296668017435816, 967993
1780296668018450211, 1014395
1780296668019448721, 998510
1780296668020443229, 994508
1780296668021449067, 1005838
1780296668022453705, 1004638
1780296668023602722, 1149017
1780296668024453696, 850974
1780296668025454056, 1000360
1780296668026454420, 1000364
1780296668027454578, 1000158
1780296668028450590, 996012
1780296668029446773, 996183
1780296668030449770, 1002997
1780296668031604103, 1154333
1780296668032451686, 847583
1780296668033450426, 998740
1780296668034456627, 1006201
1780296668035451361, 994734
1780296668036447384, 996023
1780296668037447291, 999907
1780296668038450696, 1003405
1780296668039449875, 999179
1780296668040442331, 992456
1780296668041433016, 990685
1780296668042438814, 1005798
1780296668043455570, 1016756
1780296668044449594, 994024
1780296668045450945, 1001351
1780296668046454029, 1003084
1780296668047455003, 1000974
1780296668048456222, 1001219
1780296668049451397, 995175
1780296668050456805, 1005408
1780296668051452094, 995289
1780296668052445150, 993056
1780296668053446325, 1001175
1780296668054450342, 1004017
1780296668055448609, 998267
1780296668056446065, 997456
1780296668057431810, 985745
1780296668058448490, 1016680
1780296668059453264, 1004774
1780296668060447268, 994004
1780296668061445033, 997765
1780296668062448250, 1003217
1780296668063449835, 1001585
1780296668064446904, 997069
1780296668065602349, 1155445
1780296668066451920, 849571
1780296668067448948, 997028
1780296668068451117, 1002169
1780296668069446756, 995639
1780296668070453781, 1007025
1780296668071448920, 995139
1780296668072448300, 999380
1780296668073434091, 985791
1780296668074445643, 1011552
1780296668075448811, 1003168
1780296668076449192, 1000381
1780296668077445102, 995910
1780296668078448691, 1003589
1780296668079451406, 1002715
1780296668080451343, 999937
1780296668081448859, 997516
1780296668082451541, 1002682
1780296668083445944, 994403
1780296668084449665, 1003721
1780296668085595633, 1145968
1780296668086448045, 852412
1780296668087450347, 1002302
1780296668088448919, 998572
1780296668089448945, 1000026
1780296668090454390, 1005445
1780296668091454365, 999975
1780296668092448878, 994513
1780296668093445048, 996170
1780296668094448693, 1003645
1780296668095448810, 1000117
1780296668096450780, 1001970
1780296668097445857, 995077
1780296668098449036, 1003179
1780296668099446637, 997601
1780296668100451024, 1004387
1780296668101448672, 997648
1780296668102452579, 1003907
1780296668103449131, 996552
1780296668104447298, 998167
1780296668105600070, 1152772
1780296668106448426, 848356
1780296668107453916, 1005490
1780296668108448588, 994672
1780296668109446740, 998152
1780296668110448424, 1001684
1780296668111449299, 1000875
1780296668112450661, 1001362
1780296668113441712, 991051
1780296668114448564, 1006852
1780296668115447466, 998902
1780296668116450303, 1002837
1780296668117449360, 999057
1780296668118452896, 1003536
1780296668119448345, 995449
1780296668120447041, 998696
1780296668121598873, 1151832
1780296668122447172, 848299
1780296668123449402, 1002230
1780296668124449276, 999874
1780296668125600755, 1151479
1780296668126452516, 851761
1780296668127453591, 1001075
1780296668128454316, 1000725
1780296668129448959, 994643
1780296668130450196, 1001237
1780296668131448930, 998734
1780296668132449900, 1000970
1780296668133449252, 999352
1780296668134452176, 1002924
1780296668135449544, 997368
1780296668136445516, 995972
1780296668137599291, 1153775
1780296668138449904, 850613
1780296668139453042, 1003138
1780296668140431212, 978170
1780296668141597416, 1166204
1780296668142449415, 851999
1780296668143451399, 1001984
1780296668144464014, 1012615
1780296668145451408, 987394
1780296668146445990, 994582
1780296668147448759, 1002769
1780296668148447233, 998474
1780296668149446056, 998823
1780296668150447248, 1001192
1780296668151448895, 1001647
1780296668152451441, 1002546
1780296668153447504, 996063
1780296668154448785, 1001281
1780296668155450325, 1001540
1780296668156447695, 997370
1780296668157433602, 985907
1780296668158447136, 1013534
1780296668159449320, 1002184
1780296668160449393, 1000073
1780296668161449574, 1000181
1780296668162449731, 1000157
1780296668163448379, 998648
1780296668164448611, 1000232
1780296668165447388, 998777
1780296668166446824, 999436
1780296668167446606, 999782
1780296668168447060, 1000454
1780296668169447055, 999995
1780296668170448080, 1001025
1780296668171448912, 1000832
1780296668172449476, 1000564
1780296668173434377, 984901
1780296668174449400, 1015023
1780296668175453654, 1004254
1780296668176449119, 995465
1780296668177447280, 998161
1780296668178449618, 1002338
1780296668179447955, 998337
1780296668180452902, 1004947
1780296668181447708, 994806
1780296668182445050, 997342
1780296668183448912, 1003862
1780296668184451424, 1002512
1780296668185451055, 999631
1780296668186449088, 998033
1780296668187450256, 1001168
1780296668188447225, 996969
1780296668189601762, 1154537
1780296668190432703, 830941
1780296668191448946, 1016243
1780296668192448538, 999592
1780296668193447617, 999079
1780296668194448714, 1001097
1780296668195446331, 997617
1780296668196454391, 1008060
1780296668197449490, 995099
1780296668198446846, 997356
1780296668199447908, 1001062
1780296668200449571, 1001663
1780296668201451168, 1001597
1780296668202438342, 987174
1780296668203451737, 1013395
1780296668204449362, 997625
1780296668205450441, 1001079
1780296668206449105, 998664
1780296668207452980, 1003875
1780296668208448471, 995491
1780296668209449173, 1000702
1780296668210453146, 1003973
1780296668211445698, 992552
1780296668212599682, 1153984
1780296668213445989, 846307
1780296668214449149, 1003160
1780296668215448480, 999331
1780296668216451475, 1002995
1780296668217599014, 1147539
1780296668218448338, 849324
1780296668219448023, 999685
1780296668220431602, 983579
1780296668221598195, 1166593
1780296668222450517, 852322
1780296668223452499, 1001982
1780296668224451929, 999430
1780296668225456623, 1004694
1780296668226452965, 996342
1780296668227603448, 1150483
1780296668228449123, 845675
1780296668229452256, 1003133
1780296668230452034, 999778
1780296668231452085, 1000051
1780296668232452877, 1000792
1780296668233601135, 1148258
1780296668234453461, 852326
1780296668235455141, 1001680
1780296668236450101, 994960
1780296668237454608, 1004507
1780296668238452698, 998090
1780296668239457956, 1005258
1780296668240427409, 969453
1780296668241609640, 1182231
1780296668242438265, 828625
1780296668243450715, 1012450
1780296668244457387, 1006672
1780296668245453058, 995671
1780296668246458787, 1005729
1780296668247452018, 993231
1780296668248451916, 999898
1780296668249454436, 1002520
1780296668250453302, 998866
1780296668251454126, 1000824
1780296668252596664, 1142538
1780296668253446948, 850284
1780296668254454093, 1007145
1780296668255449111, 995018
1780296668256451249, 1002138
1780296668257443047, 991798
1780296668258456448, 1013401
1780296668259451251, 994803
1780296668260455759, 1004508
1780296668261451979, 996220
1780296668262450998, 999019
1780296668263452051, 1001053
1780296668264452260, 1000209
1780296668265453714, 1001454
1780296668266463012, 1009298
1780296668267454219, 991207
1780296668268449356, 995137
1780296668269455239, 1005883
1780296668270447996, 992757
1780296668271443320, 995324
1780296668272446952, 1003632
1780296668273439044, 992092
1780296668274451774, 1012730
1780296668275455386, 1003612
1780296668276452323, 996937
1780296668277448779, 996456
1780296668278448274, 999495
1780296668279448796, 1000522
1780296668280450548, 1001752
1780296668281449033, 998485
1780296668282449442, 1000409
1780296668283446438, 996996
1780296668284446911, 1000473
1780296668285598871, 1151960
1780296668286449224, 850353
1780296668287443926, 994702
1780296668288447876, 1003950
1780296668289452257, 1004381
1780296668290432540, 980283
1780296668291448894, 1016354
1780296668292452125, 1003231
1780296668293447618, 995493
1780296668294451343, 1003725
1780296668295448763, 997420
1780296668296452842, 1004079
1780296668297448862, 996020
1780296668298448826, 999964
1780296668299446240, 997414
1780296668300445489, 999249
1780296668301452514, 1007025
1780296668302447226, 994712
1780296668303444726, 997500
1780296668304446405, 1001679
1780296668305449339, 1002934
1780296668306451014, 1001675
1780296668307445888, 994874
1780296668308448243, 1002355
1780296668309449557, 1001314
1780296668310451202, 1001645
1780296668311448786, 997584
1780296668312453018, 1004232
1780296668313448473, 995455
1780296668314449445, 1000972
1780296668315448727, 999282
1780296668316447986, 999259
1780296668317451728, 1003742
1780296668318449183, 997455
1780296668319443535, 994352
1780296668320445679, 1002144
1780296668321601260, 1155581
1780296668322450296, 849036
1780296668323601218, 1150922
1780296668324451224, 850006
1780296668325596478, 1145254
1780296668326450520, 854042
1780296668327433610, 983090
1780296668328599508, 1165898
1780296668329447901, 848393
1780296668330429868, 981967
1780296668331452321, 1022453
1780296668332452809, 1000488
1780296668333456819, 1004010
1780296668334449590, 992771
1780296668335445736, 996146
1780296668336445158, 999422
1780296668337448153, 1002995
1780296668338448815, 1000662
1780296668339448906, 1000091
1780296668340440928, 992022
1780296668341598581, 1157653
1780296668342453376, 854795
1780296668343450366, 996990
1780296668344451017, 1000651
1780296668345453114, 1002097
1780296668346453004, 999890
1780296668347451668, 998664
1780296668348427343, 975675
1780296668349593179, 1165836
1780296668350453155, 859976
1780296668351460500, 1007345
1780296668352453035, 992535
1780296668353454291, 1001256
1780296668354450245, 995954
1780296668355448493, 998248
1780296668356450249, 1001756
1780296668357420890, 970641
1780296668358454172, 1033282
1780296668359452383, 998211
1780296668360447832, 995449
1780296668361449691, 1001859
1780296668362451839, 1002148
1780296668363452533, 1000694
1780296668364447811, 995278
1780296668365604151, 1156340
1780296668366449027, 844876
1780296668367444494, 995467
1780296668368446761, 1002267
1780296668369448553, 1001792
1780296668370449333, 1000780
1780296668371448311, 998978
1780296668372447749, 999438
1780296668373436345, 988596
1780296668374453017, 1016672
1780296668375447466, 994449
1780296668376451527, 1004061
1780296668377448163, 996636
1780296668378448770, 1000607
1780296668379451582, 1002812
1780296668380447429, 995847
1780296668381602507, 1155078
1780296668382448496, 845989
1780296668383436168, 987672
1780296668384439240, 1003072
1780296668385445289, 1006049
1780296668386448783, 1003494
1780296668387450016, 1001233
1780296668388432734, 982718
1780296668389570047, 1137313
1780296668390449367, 879320
1780296668391448203, 998836
1780296668392450166, 1001963
1780296668393452019, 1001853
1780296668394445764, 993745
1780296668395451641, 1005877
1780296668396447685, 996044
1780296668397449355, 1001670
1780296668398448165, 998810
1780296668399450837, 1002672
1780296668400448044, 997207
1780296668401445195, 997151
1780296668402448750, 1003555
1780296668403450875, 1002125
1780296668404436576, 985701
1780296668405573976, 1137400
1780296668406449626, 875650
1780296668407448620, 998994
1780296668408450775, 1002155
1780296668409448016, 997241
1780296668410445774, 997758
1780296668411451120, 1005346
1780296668412447367, 996247
